# idx	type	selected	size_kb	category	item
1\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.nsservicescache.plist
2\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.preferencepanes.usercache
3\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.sharekit.-2417890708855011662.png
4\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.sharekit.-4733748633353167552.png
5\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.sharekit.-6780277465686202818.png
6\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.sharekit.-7779189576589942603.png
7\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.sharekit.14153899609806.png
8\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.sharekit.26919328759.png
9\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.sharekit.3465968951862004152.png
10\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.siri.bundleservicecache.plist
11\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.siri.findmy.syncdevicedata.json
12\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.siri.transformationplugincache.plist
13\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.systemsettings.menucache
14\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/com.apple.tiswitcher.cache
15\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/features_config
16\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/tvapp_bag
17\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/ARFileCache
18\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/ChatGPTHelper
19\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/CloudKit
20\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/FamilyCircle
21\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/GameKit
22\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/GeoServices
23\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/Google
24\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/Homebrew
25\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/JetPackCache
26\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/LSMImageCache
27\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/PassKit
28\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/SharedImageCache
29\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/TrickPlay
30\tdir\t0\t0\tcaches\t/Users/shinyoohag/Library/Caches/ai.opencode.desktop
